cycle,computation_cycle,communication_cycle,communication_A_cycle,communication_B_cycle,communication_C_cycle,communication_Y_cycle,PE_utility,throughput,communication_off_chip,communication_on_chip,communication_interval,communication_internal,energy_cost_communication,energy_cost_computation
692,320,255,64,64,64,63,0.3699421965317919,378.8208092485549,16384,32768,777728,786432,5815296,262144
