cycle,computation_cycle,communication_cycle,communication_A_cycle,communication_B_cycle,communication_C_cycle,communication_Y_cycle,PE_utility,throughput,communication_off_chip,communication_on_chip,communication_interval,communication_internal,energy_cost_communication,energy_cost_computation
197375,65664,26624,16384,2048,4096,4096,0.33203799873337553,340.00691070297654,1703936,4718592,142213120,201326592,854851584,67108864
