bandwidth,data_precision,compute_pipeline,Array_i,Array_j,sram_size,M,K,N,m,k,n,dataflow,loops,m_loop_times,k_loop_times,n_loop_times,cmd,ret_code,cycle,computation_cycle,communication_cycle,communication_A_cycle,communication_B_cycle,communication_C_cycle,communication_Y_cycle,PE_utility,throughput,communication_off_chip,communication_on_chip,communication_interval,communication_internal,energy_cost_communication,energy_cost_computation
256,8,1,64,64,65536,64,64,64,64,64,64,ws,nkm,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
256,8,1,64,64,65536,64,64,64,64,64,64,ws,nmk,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
256,8,1,64,64,65536,64,64,64,64,64,64,ws,kmn,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
256,8,1,64,64,65536,64,64,64,64,64,64,ws,knm,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
256,8,1,64,64,65536,64,64,64,64,64,64,ws,mnk,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
256,8,1,64,64,65536,64,64,64,64,64,64,ws,mkn,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
256,8,1,64,64,65536,64,64,64,64,64,64,os,nkm,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
256,8,1,64,64,65536,64,64,64,64,64,64,os,nmk,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
256,8,1,64,64,65536,64,64,64,64,64,64,os,kmn,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
256,8,1,64,64,65536,64,64,64,64,64,64,os,knm,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
256,8,1,64,64,65536,64,64,64,64,64,64,os,mnk,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
256,8,1,64,64,65536,64,64,64,64,64,64,os,mkn,1,1,1,python ./os/once/start_once.py,0,448,192,64,16,16,16,16,0.14285714285714285,585.1428571428571,16384,16384,782208,786432,5725952,262144
